ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,MONTHS_BALANCE_MIN,MONTHS_BALANCE_MAX,COUNT_LATE_LAST_12M,TARGET,AGE,YEARS_EMPLOYED,INCOME_GROUP,AGE_GROUP,EDUCATION_RANK,AMT_INCOME_TOTAL_CAPPED,CREDIT_HISTORY_LENGTH
5008945,F,0,0,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-13642,-4846,1,0,1,0,High skill tech staff,2.0,-30,-15,0,0,37.4,13.3,Very High,30-39,3,157500.0,-15
5008946,F,0,0,0,157500.0,Commercial associate,Higher education,Married,House / apartment,-13642,-4846,1,0,1,0,High skill tech staff,2.0,-48,-33,0,0,37.4,13.3,Very High,30-39,3,157500.0,-15
5008947,M,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15484,-1408,1,1,1,0,Drivers,2.0,-12,0,0,0,42.4,3.9,Very High,40-49,1,135000.0,-12
5008948,M,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15484,-1408,1,1,1,0,Drivers,2.0,-17,-5,0,0,42.4,3.9,Very High,40-49,1,135000.0,-12
5008949,M,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15484,-1408,1,1,1,0,Drivers,2.0,0,0,0,0,42.4,3.9,Very High,40-49,1,135000.0,0
5008950,M,0,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15484,-1408,1,1,1,0,Drivers,2.0,-12,0,0,0,42.4,3.9,Very High,40-49,1,135000.0,-12
5008951,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10321,-2808,1,0,0,0,Unknown,3.0,-45,0,0,0,28.3,7.7,Very High,18-29,1,225000.0,-45
5008952,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10321,-2808,1,0,0,0,Unknown,3.0,-54,-9,0,0,28.3,7.7,Very High,18-29,1,225000.0,-45
5008953,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10321,-2808,1,0,0,0,Unknown,3.0,-27,0,0,0,28.3,7.7,Very High,18-29,1,225000.0,-27
5008954,M,0,1,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10321,-2808,1,0,0,0,Unknown,3.0,-5,0,6,0,28.3,7.7,Very High,18-29,1,225000.0,-5
5008955,F,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17785,-1712,1,0,0,0,Laborers,2.0,-4,0,5,0,48.7,4.7,Very High,40-49,1,135000.0,-4
5008956,F,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17785,-1712,1,0,0,0,Laborers,2.0,-39,0,0,0,48.7,4.7,Very High,40-49,1,135000.0,-39
5008957,F,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17785,-1712,1,0,0,0,Laborers,2.0,-51,-12,0,0,48.7,4.7,Very High,40-49,1,135000.0,-39
5008958,F,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17785,-1712,1,0,0,0,Laborers,2.0,-3,0,4,0,48.7,4.7,Very High,40-49,1,135000.0,-3
5008959,F,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17785,-1712,1,0,0,0,Laborers,2.0,-15,0,9,0,48.7,4.7,Very High,40-49,1,135000.0,-15
5008960,F,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17785,-1712,1,0,0,0,Laborers,2.0,-28,0,0,0,48.7,4.7,Very High,40-49,1,135000.0,-28
5008962,F,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17785,-1712,1,0,0,0,Laborers,2.0,-26,0,0,0,48.7,4.7,Very High,40-49,1,135000.0,-26
5008963,F,1,1,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17785,-1712,1,0,0,0,Laborers,2.0,-38,0,0,0,48.7,4.7,Very High,40-49,1,135000.0,-38
5008966,M,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16027,-889,1,0,1,0,Unknown,2.0,-15,0,13,0,43.9,2.4,Very High,40-49,1,157500.0,-15
5008967,M,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16027,-889,1,0,1,0,Unknown,2.0,-21,0,9,0,43.9,2.4,Very High,40-49,1,157500.0,-21
5008971,M,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16027,-889,1,0,1,0,Unknown,2.0,-55,-51,0,0,43.9,2.4,Very High,40-49,1,157500.0,-4
5008973,M,0,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16027,-889,1,0,1,0,Unknown,2.0,-4,0,5,0,43.9,2.4,Very High,40-49,1,157500.0,-4
5008974,F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22319,365243,1,0,0,0,Unknown,2.0,-49,-47,0,0,61.1,0.0,Very High,60+,1,112500.0,-2
5008975,F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22319,365243,1,0,0,0,Unknown,2.0,-49,-28,0,0,61.1,0.0,Very High,60+,1,112500.0,-21
5008976,F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22319,365243,1,0,0,0,Unknown,2.0,-1,0,2,0,61.1,0.0,Very High,60+,1,112500.0,-1
5008977,F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22319,365243,1,0,0,0,Unknown,2.0,-23,0,13,0,61.1,0.0,Very High,60+,1,112500.0,-23
5008978,F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22319,365243,1,0,0,0,Unknown,2.0,-38,-17,0,0,61.1,0.0,Very High,60+,1,112500.0,-21
5008979,F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22319,365243,1,0,0,0,Unknown,2.0,-37,0,0,0,61.1,0.0,Very High,60+,1,112500.0,-37
5008980,F,0,1,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22319,365243,1,0,0,0,Unknown,2.0,-58,-8,0,0,61.1,0.0,Very High,60+,1,112500.0,-50
5008981,M,1,1,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-20874,-2381,1,0,1,0,Drivers,2.0,-10,0,0,0,57.2,6.5,Very High,50-59,1,112500.0,-10
5008983,M,1,1,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-20874,-2381,1,0,1,0,Drivers,2.0,-58,-47,0,0,57.2,6.5,Very High,50-59,1,112500.0,-11
5008984,M,1,1,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-20874,-2381,1,0,1,0,Drivers,2.0,-58,0,0,0,57.2,6.5,Very High,50-59,1,112500.0,-58
5008986,M,1,1,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-20874,-2381,1,0,1,0,Drivers,2.0,-10,0,0,0,57.2,6.5,Very High,50-59,1,112500.0,-10
5008987,M,1,1,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-20874,-2381,1,0,1,0,Drivers,2.0,-10,0,3,0,57.2,6.5,Very High,50-59,1,112500.0,-10
5008988,M,1,1,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-20874,-2381,1,0,1,0,Drivers,2.0,-16,0,0,0,57.2,6.5,Very High,50-59,1,112500.0,-16
5008991,F,1,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-16582,-1194,1,1,1,0,Cleaning staff,1.0,-30,-2,10,0,45.4,3.3,Very High,40-49,1,270000.0,-28
5008992,F,1,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-16582,-1194,1,1,1,0,Cleaning staff,1.0,-6,0,1,0,45.4,3.3,Very High,40-49,1,270000.0,-6
5008993,F,1,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-16582,-1194,1,1,1,0,Cleaning staff,1.0,-17,0,13,0,45.4,3.3,Very High,40-49,1,270000.0,-17
5008994,F,1,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-16582,-1194,1,1,1,0,Cleaning staff,1.0,-19,0,13,0,45.4,3.3,Very High,40-49,1,270000.0,-19
5008995,F,1,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-16582,-1194,1,1,1,0,Cleaning staff,1.0,-28,-10,2,0,45.4,3.3,Very High,40-49,1,270000.0,-18
5112861,F,1,1,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-16582,-1194,1,1,1,0,Cleaning staff,1.0,-21,-2,10,0,45.4,3.3,Very High,40-49,1,270000.0,-19
5008998,F,1,1,0,270000.0,Working,Higher education,Married,House / apartment,-10628,-828,1,0,0,1,Managers,2.0,-4,-1,0,0,29.1,2.3,Very High,18-29,3,270000.0,-3
5008999,F,1,1,0,270000.0,Working,Higher education,Married,House / apartment,-10628,-828,1,0,0,1,Managers,2.0,-24,-21,0,0,29.1,2.3,Very High,18-29,3,270000.0,-3
5009000,M,1,1,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-9927,-828,1,0,0,0,Drivers,2.0,-22,0,0,0,27.2,2.3,Very High,18-29,1,157500.0,-22
5009001,M,0,1,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,Laborers,2.0,-40,-34,0,0,51.9,17.2,Very High,50-59,1,166500.0,-6
5009002,M,0,1,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,Laborers,2.0,-44,-38,0,0,51.9,17.2,Very High,50-59,1,166500.0,-6
5009005,M,0,1,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,Laborers,2.0,-35,-29,0,0,51.9,17.2,Very High,50-59,1,166500.0,-6
5009006,M,0,1,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,Laborers,2.0,-45,-35,0,0,51.9,17.2,Very High,50-59,1,166500.0,-10
5009007,M,0,1,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,Laborers,2.0,-59,-49,0,0,51.9,17.2,Very High,50-59,1,166500.0,-10
5009008,M,0,1,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,Laborers,2.0,-9,-3,6,0,51.9,17.2,Very High,50-59,1,166500.0,-6
5009009,M,0,1,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,Laborers,2.0,-32,-22,0,0,51.9,17.2,Very High,50-59,1,166500.0,-10
5009010,M,0,1,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,Laborers,2.0,-12,-6,6,0,51.9,17.2,Very High,50-59,1,166500.0,-6
5009012,M,0,1,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,Laborers,2.0,-5,0,3,0,51.9,17.2,Very High,50-59,1,166500.0,-5
5009014,M,0,1,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-18926,-6276,1,1,1,0,Laborers,2.0,-35,-29,0,0,51.9,17.2,Very High,50-59,1,166500.0,-6
5009016,F,0,1,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,Unknown,4.0,-24,0,0,0,42.3,8.5,Very High,40-49,3,216000.0,-24
5009018,F,0,1,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,Unknown,4.0,-43,-31,0,0,42.3,8.5,Very High,40-49,3,216000.0,-12
5009019,F,0,1,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,Unknown,4.0,-32,0,13,0,42.3,8.5,Very High,40-49,3,216000.0,-32
5009020,F,0,1,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,Unknown,4.0,-32,-8,0,0,42.3,8.5,Very High,40-49,3,216000.0,-24
5009022,F,0,1,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,Unknown,4.0,-41,-2,0,0,42.3,8.5,Very High,40-49,3,216000.0,-39
5009023,F,0,1,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,Unknown,4.0,-35,0,0,0,42.3,8.5,Very High,40-49,3,216000.0,-35
5009024,F,0,1,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,Unknown,4.0,-8,0,6,0,42.3,8.5,Very High,40-49,3,216000.0,-8
5009025,F,0,1,2,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,Unknown,4.0,-33,0,0,0,42.3,8.5,Very High,40-49,3,216000.0,-33
5009027,F,1,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19861,-10843,1,0,0,1,Laborers,2.0,-21,0,9,0,54.4,29.7,Very High,50-59,1,270000.0,-21
5112862,F,1,1,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19861,-10843,1,0,0,1,Laborers,2.0,-40,-12,0,0,54.4,29.7,Very High,50-59,1,270000.0,-28
5009028,F,1,1,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14450,-2777,1,0,0,0,Laborers,2.0,-17,-7,5,0,39.6,7.6,Very High,30-39,1,225000.0,-10
5009029,F,1,1,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14450,-2777,1,0,0,0,Laborers,2.0,-15,0,0,0,39.6,7.6,Very High,30-39,1,225000.0,-15
5009031,F,0,1,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10554,-1194,1,0,0,0,Accountants,1.0,-13,0,2,0,28.9,3.3,Very High,18-29,1,315000.0,-13
5009032,F,0,1,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10554,-1194,1,0,0,0,Accountants,1.0,-13,0,2,0,28.9,3.3,Very High,18-29,1,315000.0,-13
5009033,F,0,0,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,1,0,0,0,Unknown,2.0,-16,0,0,0,51.2,0.0,Very High,50-59,2,255150.0,-16
5009034,F,0,0,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,1,0,0,0,Unknown,2.0,-31,-14,0,0,51.2,0.0,Very High,50-59,2,255150.0,-17
5009035,F,0,0,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,1,0,0,0,Unknown,2.0,-5,0,4,0,51.2,0.0,Very High,50-59,2,255150.0,-5
5009036,F,0,0,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,1,0,0,0,Unknown,2.0,-18,0,1,0,51.2,0.0,Very High,50-59,2,255150.0,-18
5009037,F,0,0,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,1,0,0,0,Unknown,2.0,-19,0,0,0,51.2,0.0,Very High,50-59,2,255150.0,-19
5009038,F,0,0,0,255150.0,Pensioner,Incomplete higher,Civil marriage,Rented apartment,-18682,365243,1,0,0,0,Unknown,2.0,-12,0,4,0,51.2,0.0,Very High,50-59,2,255150.0,-12
5009039,F,0,1,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14326,-555,1,0,0,0,Core staff,3.0,-8,0,1,0,39.2,1.5,Very High,30-39,1,157500.0,-8
5009040,F,0,1,2,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14326,-555,1,0,0,0,Core staff,3.0,-3,0,1,0,39.2,1.5,Very High,30-39,1,157500.0,-3
5009042,F,0,1,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,1,0,0,0,Core staff,2.0,-20,0,4,0,48.3,2.4,Very High,40-49,3,148500.0,-20
5009043,F,0,1,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,1,0,0,0,Core staff,2.0,-20,-2,10,0,48.3,2.4,Very High,40-49,3,148500.0,-18
5009044,F,0,1,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,1,0,0,0,Core staff,2.0,-18,-4,8,0,48.3,2.4,Very High,40-49,3,148500.0,-14
5009045,F,0,1,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,1,0,0,0,Core staff,2.0,-17,-3,9,0,48.3,2.4,Very High,40-49,3,148500.0,-14
5009046,F,0,1,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,1,0,0,0,Core staff,2.0,-7,0,4,0,48.3,2.4,Very High,40-49,3,148500.0,-7
5009047,F,0,1,0,148500.0,Working,Higher education,Married,House / apartment,-17641,-889,1,0,0,0,Core staff,2.0,-11,0,11,0,48.3,2.4,Very High,40-49,3,148500.0,-11
5009050,F,0,1,2,202500.0,Working,Higher education,Married,House / apartment,-10997,-2289,1,0,0,1,Core staff,4.0,-34,-21,0,0,30.1,6.3,Very High,30-39,3,202500.0,-13
5009051,F,0,1,2,202500.0,Working,Higher education,Married,House / apartment,-10997,-2289,1,0,0,1,Core staff,4.0,-56,-14,0,0,30.1,6.3,Very High,30-39,3,202500.0,-42
5009052,F,0,1,2,202500.0,Working,Higher education,Married,House / apartment,-10997,-2289,1,0,0,1,Core staff,4.0,-47,0,0,0,30.1,6.3,Very High,30-39,3,202500.0,-47
5009053,F,0,1,2,202500.0,Working,Higher education,Married,House / apartment,-10997,-2289,1,0,0,1,Core staff,4.0,-51,-38,0,0,30.1,6.3,Very High,30-39,3,202500.0,-13
5009055,F,0,1,2,202500.0,Working,Higher education,Married,House / apartment,-10997,-2289,1,0,0,1,Core staff,4.0,-55,-42,0,0,30.1,6.3,Very High,30-39,3,202500.0,-13
5009056,M,0,1,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8861,-889,1,1,0,0,Drivers,1.0,-24,-15,0,0,24.3,2.4,Very High,18-29,1,202500.0,-9
5009057,M,0,1,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8861,-889,1,1,0,0,Drivers,1.0,-9,0,10,0,24.3,2.4,Very High,18-29,1,202500.0,-9
5009058,F,1,1,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-7489,-797,1,0,1,1,Private service staff,1.0,0,0,0,0,20.5,2.2,Very High,18-29,1,112500.0,0
5009060,F,0,1,0,94500.0,Pensioner,Higher education,Married,House / apartment,-22331,365243,1,0,1,0,Unknown,2.0,-3,0,4,0,61.2,0.0,High,60+,3,94500.0,-3
5009062,M,1,1,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Sales staff,2.0,-45,-8,0,0,28.6,5.7,Very High,18-29,1,315000.0,-37
5009063,M,1,1,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Sales staff,2.0,-27,0,3,0,28.6,5.7,Very High,18-29,1,315000.0,-27
5009064,M,1,1,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Sales staff,2.0,-4,0,0,0,28.6,5.7,Very High,18-29,1,315000.0,-4
5009065,M,1,1,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Sales staff,2.0,-10,0,0,0,28.6,5.7,Very High,18-29,1,315000.0,-10
5009066,M,1,1,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Sales staff,2.0,-15,0,13,0,28.6,5.7,Very High,18-29,1,315000.0,-15
5009067,M,1,1,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Sales staff,2.0,-36,-32,0,0,28.6,5.7,Very High,18-29,1,315000.0,-4
5009068,M,1,1,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Sales staff,2.0,-22,0,3,0,28.6,5.7,Very High,18-29,1,315000.0,-22
5009069,M,1,1,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Sales staff,2.0,-35,0,0,0,28.6,5.7,Very High,18-29,1,315000.0,-35
5009070,M,1,1,0,315000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10450,-2077,1,0,0,0,Sales staff,2.0,-39,-2,0,0,28.6,5.7,Very High,18-29,1,315000.0,-37
5009071,F,1,1,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,-10264,-3173,1,0,1,1,High skill tech staff,2.0,-20,0,3,0,28.1,8.7,Very High,18-29,2,270000.0,-20
5009072,F,1,1,0,270000.0,Commercial associate,Incomplete higher,Civil marriage,Municipal apartment,-10264,-3173,1,0,1,1,High skill tech staff,2.0,-43,-20,0,0,28.1,8.7,Very High,18-29,2,270000.0,-23
5009074,F,1,1,1,450000.0,State servant,Higher education,Married,House / apartment,-17726,-708,1,0,1,1,Core staff,3.0,-22,0,13,0,48.6,1.9,Very High,40-49,3,380250.0,-22
5009075,F,1,1,1,450000.0,State servant,Higher education,Married,House / apartment,-17726,-708,1,0,1,1,Core staff,3.0,-28,-5,7,0,48.6,1.9,Very High,40-49,3,380250.0,-23
5009078,M,0,1,1,180000.0,Working,Secondary / secondary special,Married,With parents,-14122,-1286,1,0,0,0,Drivers,3.0,-30,0,0,0,38.7,3.5,Very High,30-39,1,180000.0,-30
5009079,F,0,1,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-10064,-3173,1,0,0,1,Laborers,2.0,-43,0,0,0,27.6,8.7,Very High,18-29,3,112500.0,-43
5009080,F,0,1,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-10064,-3173,1,0,0,1,Laborers,2.0,-15,0,9,0,27.6,8.7,Very High,18-29,3,112500.0,-15
5009081,F,0,1,0,112500.0,Working,Higher education,Civil marriage,House / apartment,-10064,-3173,1,0,0,1,Laborers,2.0,-19,-3,7,0,27.6,8.7,Very High,18-29,3,112500.0,-16
5009083,M,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20531,-5730,1,0,0,0,Drivers,2.0,-51,-4,0,0,56.2,15.7,High,50-59,1,90000.0,-47
5009084,M,0,1,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-20531,-5730,1,0,0,0,Drivers,2.0,-2,0,3,0,56.2,15.7,High,50-59,1,90000.0,-2
5009088,M,1,0,2,202500.0,Commercial associate,Higher education,Married,House / apartment,-14730,-2989,1,0,0,0,Laborers,4.0,-46,-6,6,0,40.4,8.2,Very High,40-49,3,202500.0,-40
5009089,M,1,0,2,202500.0,Commercial associate,Higher education,Married,House / apartment,-14730,-2989,1,0,0,0,Laborers,4.0,-39,0,13,0,40.4,8.2,Very High,40-49,3,202500.0,-39
5009090,M,1,1,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-12628,-4025,1,0,0,0,Drivers,2.0,-13,0,13,0,34.6,11.0,Very High,30-39,1,247500.0,-13
5009092,M,1,1,1,765000.0,Working,Higher education,Married,House / apartment,-12197,-1194,1,1,0,0,Managers,3.0,-3,0,4,0,33.4,3.3,Very High,30-39,3,380250.0,-3
5009094,M,1,1,1,765000.0,Working,Higher education,Married,House / apartment,-12197,-1194,1,1,0,0,Managers,3.0,-3,0,4,0,33.4,3.3,Very High,30-39,3,380250.0,-3
5009095,M,1,1,1,765000.0,Working,Higher education,Married,House / apartment,-12197,-1194,1,1,0,0,Managers,3.0,-3,0,4,0,33.4,3.3,Very High,30-39,3,380250.0,-3
5009096,F,0,1,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13679,-4391,1,0,0,1,Accountants,3.0,-24,0,0,0,37.5,12.0,Very High,30-39,1,270000.0,-24
5009097,F,0,1,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13679,-4391,1,0,0,1,Accountants,3.0,-33,-19,0,0,37.5,12.0,Very High,30-39,1,270000.0,-14
5009098,F,0,1,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13679,-4391,1,0,0,1,Accountants,3.0,-17,0,0,0,37.5,12.0,Very High,30-39,1,270000.0,-17
5009099,F,0,1,0,315000.0,Working,Higher education,Separated,House / apartment,-13271,-555,1,0,0,0,Managers,1.0,-56,-28,0,0,36.4,1.5,Very High,30-39,3,315000.0,-28
